Provinsi,TipeFaskes,KodeFaskes,NamaFaskes,AlamatFaskes,TelpFaskes
Sumatera Utara,Klinik Pratama,2780002,Klinik Polres Samosir                                            ,Jl. Danau Toba 03 Pangururan, 0626-20431
Sumatera Utara,Apotek,0278A005,Apotek Parna ( Prb)                                            ,jL dr. hadrianus Sinaga,8126425061
Sumatera Utara,Rumah Sakit,0222R001,RSUD Salak                                            ,Jalan Raja David, 0627-7433004
Sumatera Utara,Puskesmas,2220101,Salak                                            ,Jl Mata Kocing Persabahan, 0812-65633932
Sumatera Utara,Klinik Utama,0362U002,dr Ebtanas Morina Padang                                            ,Jl Salomo, 0813-70626135
Sumatera Utara,Klinik Pratama,3620005,Poli Polres Pakpak Brt                                            ,Panorama Indah Sindeka Salak,81361255840
Sumatera Utara,Rumah Sakit,0366R000,RS. Lukas Hilisimaetano                                            ,Jl. Rumah Sakit No.1, 0630-081362324
Sumatera Utara,Puskesmas,3660101,Teluk Dalam                                            ,Jl. Kartini No. 17,81229854362
Sumatera Utara,Klinik Pratama,3660009,Poskes 01.10.08 Tlk Dalam                                            ,Jl. Sao Ni Geo,0
Sumatera Utara,Rumah Sakit,0211R003,RSUD Doloksanggul                                            ,Jl. Dr. Ferdinand Lumban Tobin, 0633-31022
Sumatera Utara,Puskesmas,3730001,Hutagalung                                    ,Desa Hutagalung,
Sumatera Utara,Klinik Utama,0373U001,Dr Tutur Dolok Siallagan                                    ,Kl. Kk Julius Simamora,81361988039
Sumatera Utara,Klinik Pratama,3730003,Klinik Polres H Hasudutan                                    ,Jl. Siborong Dolok Sanggul,
Sumatera Utara,Apotek,0373A004,Apotik Samsere                                    ,Jl. Rsu. Doloksanggul,81261521457
Sumatera Utara,Rumah Sakit,0220R001,RSUD Padangsidimpuan                                            ,Jl. Dr. Fl. Tobing No 10, 0634-21780
Sumatera Utara,Puskesmas,2200101,Sadabuan                                            ,Jl. H.M Syukur Soritua, 0634-082218403
Sumatera Utara,Klinik Utama,0404U002,dr. Hasjran Intan                                            ,Jl. Jend. Sudirman No. 134, 62-08197740166
Sumatera Utara,Klinik Pratama,230005,Klinik Polres Tapsel                                            ,Jl. Sm. Raja No. 8, 0634-21007
Sumatera Utara,Apotek,0404A005,kimia farma                                            ,Merdeka No. 5A,63428664
Sumatera Utara,Rumah Sakit,0455R000,RSUD Batu Bara                                            ,Datuk Kubah, 0622-697833
Sumatera Utara,Puskesmas,2150101,Pagurawan                                            ,Jend Sudirman No 149, 0-085361518004
Sumatera Utara,Klinik Utama,0455U002,Dr Ronald Parlindungan Sitorus                                    ,Jl Panglima Muda Lk IV, 0-081361792625
Sumatera Utara,Klinik Pratama,0455B000,Klinik Aulia                                            ,Kebun Kopi, 0-082370244432
Sumatera Utara,Apotek,0455A001,Apotik Saudara Baru                                            ,Jl. Kayu Putih No.02 , 0-081396859075
Sumatera Utara,Rumah Sakit,0212R003,RSUD Gunung Tua                                            ,Jl. Raya Gunung Tua-Binanga, 0635-700022
Sumatera Utara,Puskesmas,4740001,Aek Godang                                            ,Jl. Lintas Psp-Gunung Tua, 0635-085297918
Sumatera Utara,Klinik Utama,0474U002,dr. Sri Prihatin                                            ,Jl. Langga Payung- Gunung Tua, 62-08216429311
Sumatera Utara,Klinik Pratama,0474B001,Klinik Medica                                            ,Mangaraja B.Pane Lk.Iv No.56, 62-08139674640
Sumatera Utara,Rumah Sakit,0023R005,RSUD Sibuhuan                                            ,"Jl. Kh. Dewantara, Sibuhuan", 0635-700022
Sumatera Utara,Puskesmas,4750101,Sibuhuan                                            ,Jl. Sm Raja No 4 Kec Barumun, 0636-421532
Sumatera Utara,Klinik Utama,0475U002,dr. Paizah                                            ,Jl. Tambusai - Daludalu, 085-261333999
Sumatera Utara,Klinik Pratama,0475B001,Klinik PTPN IV Sosa                                            ,Desa Lubuk Bunut, 081-264432164
Sumatera Utara,Apotek,0475A002,Apotik Palas                                            ,Ki Hajar Dewantara ,0
Sumatera Utara,Rumah Sakit,0217R001,RSUD Gunung Sitoli                                            ,Jl. Dr Ciptomangunkusumo No 15, 0639-21474
Sumatera Utara,Puskesmas,2170201,Gunungsitoli                                            ,Desa Hilina'A,81376671182
Sumatera Utara,Klinik Utama,0497U000,dr. Yudika Kristiana Zendrato                                            ,Jl. Pancasila No . 24 ,85275566888
Sumatera Utara,Klinik Pratama,210019,Polkes 01.09.01 Gn Sitoli                                            ,Jl. Gomo No. 35,
Sumatera Utara,Apotek,0497A004,Apotik cardinal                                            ,dr. Ciptomangunkusumo No. 18,81396713883
Sumatera Utara,Puskesmas,4980001,Awa Ai                                            ,Awa Ai,
Sumatera Utara,Puskesmas,4990001,Lolofitu Moi                                            ,Lolofitu,85262057897
Sumatera Utara,Klinik Pratama,0499B001,Klinik Kefas                                    ,Desa Simaeasi Kec. Mandrehe,85276567533
Sumatera Utara,Rumah Sakit,0500R000,RSUD Aek Kanopan                                            ,Jend. Sudirman No. 25, 0624-92525
Sumatera Utara,Puskesmas,2160401,Aek Kanopan                                            ,Jend. Sudirman,
Sumatera Utara,Klinik Utama,0500U001,Dr H Abdul Basith M P Munthe                                    ,Pasar 4 Dsn Ivb Gunung Melayu, 0-081376099970
Sumatera Utara,Klinik Pratama,0500B000,Klinik Saudara                                            ,Utama Wonosari, 0-082272368299
Sumatera Utara,Apotek,0500A001,IFRS RSUD Aek Kanopan                                    ,Jend. Sudirman No. 25, 0624-92525
Sumatera Utara,Rumah Sakit,0501R003,RSUD Kota Pinang                                            ,Istana No.26, 0624-496766
Sumatera Utara,Puskesmas,2160501,Kota Pinang                                            ,Istana No. 26, 0-082367611588
Sumatera Utara,Klinik Utama,0501U003,Dr Hj Mega Warni Harahap                                            ,Bukit, 0-082367611588
Sumatera Utara,Klinik Pratama,0501B000,Klinik Dewi Sartika                                            ,Bedagai/Jalinsum No 129, 0-062495333
Sumatera Utara,Apotek,0501A017,IFRS Rsu Nur'Aini                                    ,Jl. Lintas Sumatera, 0624-495883
Sumatera Barat,Rumah Sakit,0040R001,RSUD Mentawai                                            ,Jl. Raya Tuapejat Km 9, 0759-075932065
Sumatera Barat,Puskesmas,400103,Malakopa                                            ,"Desa Malakopa, Kec. Pagai Sela", 0759-082174642
Sumatera Barat,Klinik Utama,0040U001,dr. Evy Imelda Lamria S                                    ,Jl. Sp Ii Blok A Dusun Sinabak, 0759-081277670
Sumatera Barat,Klinik Pratama,400004,Poskes 01.10.22 Mentawai                                            ,Jl. Raya Tua Pejat Km 9, 0759-081363721
Sumatera Barat,Apotek,0040A001,Apotik Rsud Mentawai                                            ,Jl. Raya Tuapejat Km 9,759320654
Sumatera Barat,Rumah Sakit,0042R007,Rumah Sakit BKM Painan                                    ,Jalan Jendral Sudirman, 0756-7464200
Sumatera Barat,Puskesmas,3030101,Tarusan                                            ,Jln.Dr.M.Zein.No 27 Nanggalo  , (0756) 431408
Sumatera Barat,Dokter Praktik Perorangan,0042S001,Klinik Utama Mata Pessel                                    ,Jln Sudirman , 0756-231228
Sumatera Barat,Klinik Utama,0042U083,dr. Reny Marina                                    ,Jalan Raya Pasar Baru ,8126735406
Sumatera Barat,Klinik Pratama,420014,Poskes 01.10.21 Painan                                            ,Jl. Ilyas Yakub Painan Utara K,75621201
Sumatera Barat,Apotek,0042A010,Apotik HDN                                            ,Jl. Sutan Syahril no.24 Painan,81267863224
Sumatera Barat,Rumah Sakit,0309R001,Rumah Sakit Umum Aro Suka                                            ,Aro Suka, 0000-081374523
Sumatera Barat,Puskesmas,431001,Puskesmas Sungai Nanam                                            ,Jln.Alahan Panjang-Solok Km 5 , 0755-0
Sumatera Barat,Klinik Utama,0043U001,Dr.Maryeti Marwazi                                            ,Depan Kantor Bupati Aro Suka, 062-8126343054
Sumatera Barat,Klinik Pratama,510002,Poli Arosuka                                            ,Jln. Raya Lubuk Selasih Km 5, 062-0812679569
Sumatera Barat,Apotek,0309A001,Apotik Rsud Aro Suka                                            ,Aro Suka,75531160
Sumatera Barat,Rumah Sakit,0045R005,Rsia Sayang Ibu                                             ,Jl. Hamka No.273, 0752-73729
Sumatera Barat,Puskesmas,3070101,Lima Kaum I                                            ,Jl. Sudirman - Batusangkar, 0752-72196
Sumatera Barat,Dokter Praktik Perorangan,0045S001,Klinik Utama Suci Medika                                    ,Jalan Raya Sungai Tarab Km.5 , 62-8126617075
Sumatera Barat,Klinik Utama,0045U103,dr. Nurman Eka Putra Wijaya                                            ,Jr Kota No.2 Balai Tangah, 0752-085272957
Sumatera Barat,Klinik Pratama,450004,Poskes 0307 Tanah Datar                                            ,Jl. Minang Batusangkar, 0752-085210831
Sumatera Barat,Apotek,0045A001,Suci Medika                                    ,Jalan raya sungai tarab Km.5, 62-8126617075
Sumatera Barat,Rumah Sakit,0046R002,RSUD Padang Pariaman                                            ,Jl. Raya Pdg - Bkt Km 42,751676951
Sumatera Barat,Puskesmas,460002,Ampalu                                            ,Krg Toboh Ngr Lrh Nan Panjang, 0751-081277887
Sumatera Barat,Klinik Utama,0046U003,Dr. Herlina Nasution                                            ,Kr. Kampung Nagari Koto Tinggi,81267050236
Sumatera Barat,Klinik Pratama,460003,Klinik Pdg Prm                                            ,Padang Baru Parit Malintang,81363035078
Sumatera Barat,Apotek,0046A009,If Rsud Padang Pariaman                                            ,Jl. Raya Pdg - Bkt Km 42,751676951
Sumatera Barat,Rumah Sakit,0047R002,RSIA Rizki Bunda                                            ,Jl.Gajah Mada No.435A, 0752-075266364
Sumatera Barat,Puskesmas,470002,Muaro Putuih                                            ,Jorong Muaro Putuih, 0751-081536479
Sumatera Barat,Klinik Utama,0047U010,dr. Mustika Sari                                            ,Jl. Raya Psr Lawang-Palembayan,85374762001
Sumatera Barat,Klinik Pratama,470001,Poliklinik Polres Agam                                            ,Jend. Sudirman No. 1 ,
Sumatera Barat,Apotek,0047A001,Apotek Kimia Farma                                            ,Jl. Raya Bkt-Pdg Km. 2 , 0752-8100029
Sumatera Barat,Rumah Sakit,0313R001,RSUD Achmad Darwis                                            ,Jl. Tan Malaka No. 1 Suliki,75297718
Sumatera Barat,Puskesmas,480001,Pakan Rabaa                                            ,Jl.Raya Payakumbuh Lintau Km13, 0752-759098
Sumatera Barat,Klinik Utama,0048U004,Iza                                            ,Jl.Ry Paykumbuh-Bukitnggi Km10, 0-08126722635
Sumatera Barat,Klinik Pratama,480003,Poliklinik Denzipur 2/Ps                                            ,Asrama Denzipur-2/ Ps, 0752-759448 
Sumatera Barat,Apotek,0048A003,Instalasi Farmasi RSUD Suliki                                            ,Tan Malaka,75297718
Sumatera Barat,Rumah Sakit,0049R001,Rsi Ibnu Sina Panti                                    ,Jalan Raya Bukittinggi Medan, 0753-335066
Sumatera Barat,Puskesmas,490001,Kuamang                                            ,Jl Tapus Lundar Jor. Kuamang,85356408344
Sumatera Barat,Klinik Utama,0049U007,Arnida                                            ,Jl. Jenderal Sudriman No. 73,81270637148
Sumatera Barat,Klinik Pratama,490010,Klinik Puri Wahyudi                                            ,Jl.Jend. Sudirman Asrama Kodim, 0753 - 20293
Sumatera Barat,Apotek,0049A001,If Rsud Lubuk Sikaping                                    ,Jln. Sudirman No. 33, (0753)20033
Sumatera Barat,Rumah Sakit,0050R049,RSU Aisyiah Padang                                            ,Jl. H Agus Salim No 6,75123843
Sumatera Barat,Puskesmas,500001,Anak Air                                            ,Jl Evakuasi Batipuh Panjang , 0751-480347
Sumatera Barat,Dokter Praktik Perorangan,0050S001,Klinik Utama MMC                                    ,Jln A Yani No 1 B,8951172
Sumatera Barat,Klinik Utama,0050U070,linda rosalina(JST)                                            ,Jl.Kuranji No 33 Samping Makam,8116656662
Sumatera Barat,Klinik Pratama,500003,Kl Wirasakti Denkesyah Padang                                            ,Jl. Proklamasi No. 8,81374941750
Sumatera Barat,Apotek,0050A038,Apotik Annisa                                            ,Jl. Prof Dr. Hamka No. 31 C,8126606993
Sumatera Barat,Rumah Sakit,0043R001,Rumkit Tk. Iv Solok                                            ,Jl. Proklamasi No. 3, 0755-20263
Sumatera Barat,Puskesmas,3080101,tanah GARAM                                            ,Simp.Sigege Kh.Dewantara No168, 062-8137485479
Sumatera Barat,Klinik Utama,0051B001,dr. Dini Asta Diani                                            ,Jl. M Yamin No 85.C Pandan, 062-0822935391
Sumatera Barat,Klinik Pratama,510003,Poli Solok                                            ,Ks. Tubun 02, 062-8136956921
Sumatera Barat,Apotek,0051A012,Apotek Kimia Farma Cabang Solo                                            ,Jl. KH. Ahmad Dahlan No. 121, 0755-325630
Sumatera Barat,Rumah Sakit,0310R001,RSU Sawahlunto                                            ,Jalan  R.A Kartini No 18 , 0754-61029
Sumatera Barat,Puskesmas,3100101,Sei.Durian                                            ,Jln. Soekarno Hatta, 0754-61040
Sumatera Barat,Klinik Utama,0052U009,Dr. Sri Lestari                                            ,Depan Swalayan Goba, 062-0813747373
Sumatera Barat,Klinik Pratama,520007,Poli Sawah Lunto                                            ,Adam Malik No 10 Sikalng, 062-0813639424
Sumatera Barat,Apotek,0052A003,IFRS Sawahlunto                                            ,RSUD Sawahlunto,
Sumatera Barat,Rumah Sakit,0306R001,RSU Padang Panjang                                            ,Jl. Tabek Gadang. Ganting, 0752-82118
Sumatera Barat,Puskesmas,530001,Bukit Surungan                                            ,Jl. Prof. Dr Hamka,752485249
Sumatera Barat,Dokter Praktik Perorangan,0053S001,Klinik Jantung Siti Aminah                                    ,Jln. Jendral Sudirman No. 218, 0752-284666
Sumatera Barat,Klinik Utama,0053U022,Dasril                                            ,Jl. St. Syahrir Simpang Padang,75284332
Sumatera Barat,Klinik Pratama,530002,Bp Sikes Secata B                                            ,Asrama Secata B Kelurahan Gugu,85261564049
Sumatera Barat,Apotek,0053A005,Apotek Gunung                                            ,Jl. Ahmad Yani No. 5,75282514
